amount,frequency,geolocation,device_id,merchant_type,payment_method,is_fraud
68.18,11,BR,dev_8575,Fuel,E-Wallet,0
249.97,10,US,dev_2794,Pharmacy,E-Wallet,0
17.9,19,ZA,dev_6495,Restaurants,UPI,0
9.26,18,GB,dev_9804,Electronics,Net Banking,0
153.91,1,ZA,dev_8716,Fuel,E-Wallet,0
46.26,19,SG,dev_4206,Electronics,E-Wallet,0
150.17,0,GB,dev_9895,Restaurants,Net Banking,0
178.86,7,GB,dev_2259,Pharmacy,Debit Card,0
5.16,13,IN,dev_3555,Restaurants,UPI,0
171.96,8,BR,dev_9368,Clothing,UPI,0
47.58,1,DE,dev_3557,Clothing,UPI,0
57.14,4,ZA,dev_6344,Restaurants,E-Wallet,0
78.81,7,CA,dev_5412,Travel,Debit Card,0
208.71,15,IN,dev_1146,Fuel,UPI,0
1.54,15,BR,dev_9571,Clothing,Net Banking,0
51.83,12,SG,dev_7386,Restaurants,UPI,0
93.11,19,ZA,dev_3380,Electronics,Credit Card,0
102.61,14,AU,dev_2888,Fuel,Debit Card,0
94.35,0,SG,dev_9726,Pharmacy,Credit Card,0
11.55,2,DE,dev_7773,Clothing,Debit Card,0
28.46,5,ZA,dev_2878,Pharmacy,Net Banking,0
35.54,13,SG,dev_9131,Travel,E-Wallet,0
130.55,3,IN,dev_6787,Fuel,E-Wallet,0
26.14,17,SG,dev_8857,Fuel,Debit Card,0
18.93,14,DE,dev_4127,Grocery,UPI,0
252.56,8,DE,dev_5662,Electronics,Credit Card,0
0.71,17,US,dev_4963,Travel,Net Banking,0
490.31,2,GB,dev_4141,Travel,UPI,0
90.36,9,AU,dev_8979,Pharmacy,E-Wallet,1
141.04,16,AU,dev_3021,Travel,UPI,0
27.92,6,IN,dev_8471,Electronics,Credit Card,0
1.15,14,DE,dev_8619,Travel,E-Wallet,0
107.11,0,US,dev_1625,Grocery,Debit Card,0
143.73,10,BR,dev_6601,Clothing,Net Banking,0
107.91,16,US,dev_7582,Electronics,Net Banking,1
12.33,4,CA,dev_1759,Travel,E-Wallet,0
112.01,6,SG,dev_6597,Restaurants,Debit Card,0
117.2,18,GB,dev_5253,Clothing,Credit Card,0
85.96,14,US,dev_3661,Pharmacy,Net Banking,1
116.23,2,SG,dev_5147,Fuel,E-Wallet,0
149.62,14,GB,dev_1228,Electronics,Net Banking,0
76.07,4,ZA,dev_1747,Restaurants,Debit Card,0
7.42,11,CA,dev_7175,Fuel,Credit Card,0
53.5,19,CA,dev_2222,Restaurants,Debit Card,0
6.47,4,DE,dev_6864,Travel,UPI,0
41.88,2,CA,dev_7405,Electronics,Debit Card,0
41.82,8,ZA,dev_7085,Pharmacy,Debit Card,0
5.46,8,DE,dev_4120,Travel,Net Banking,0
34.32,6,FR,dev_9671,Fuel,Debit Card,0
9.41,1,BR,dev_5046,Pharmacy,E-Wallet,0
132.12,15,IN,dev_1082,Grocery,Net Banking,0
236.04,8,SG,dev_8090,Restaurants,Net Banking,0
6.01,12,BR,dev_1857,Grocery,UPI,0
248.29,18,BR,dev_3238,Fuel,E-Wallet,0
59.15,19,AU,dev_7366,Travel,Debit Card,0
28.48,16,US,dev_7954,Pharmacy,UPI,0
6.4,5,CA,dev_5094,Pharmacy,E-Wallet,0
55.55,3,FR,dev_5925,Pharmacy,UPI,0
126.59,0,US,dev_5491,Clothing,Credit Card,0
98.23,17,IN,dev_7534,Restaurants,Debit Card,0
4.12,18,US,dev_4665,Clothing,UPI,0
6.06,8,AU,dev_2456,Electronics,Credit Card,0
41.25,12,IN,dev_2341,Restaurants,Debit Card,0
28.0,7,ZA,dev_8514,Grocery,UPI,0
21.16,12,ZA,dev_6357,Clothing,UPI,0
26.39,14,DE,dev_1327,Fuel,UPI,0
130.16,10,US,dev_2192,Electronics,UPI,0
211.86,11,SG,dev_2301,Restaurants,Net Banking,0
41.55,13,FR,dev_1311,Pharmacy,UPI,0
189.25,3,AU,dev_5463,Fuel,Net Banking,0
31.03,0,IN,dev_7401,Electronics,Net Banking,0
51.77,3,FR,dev_4668,Grocery,Credit Card,0
20.5,18,US,dev_8260,Pharmacy,Debit Card,0
81.84,8,SG,dev_1102,Fuel,Net Banking,0
308.99,9,US,dev_5529,Restaurants,E-Wallet,0
74.0,3,CA,dev_8276,Electronics,Net Banking,0
35.43,19,CA,dev_6117,Travel,E-Wallet,0
83.49,8,AU,dev_4289,Restaurants,Credit Card,0
10.49,12,IN,dev_1660,Restaurants,E-Wallet,0
175.61,11,IN,dev_5240,Pharmacy,Credit Card,0
55.95,10,BR,dev_3127,Restaurants,Credit Card,0
47.73,11,AU,dev_6940,Pharmacy,Credit Card,0
70.53,17,AU,dev_4758,Restaurants,E-Wallet,0
78.42,11,SG,dev_2851,Travel,E-Wallet,0
5.96,15,CA,dev_1880,Fuel,Credit Card,0
91.81,4,IN,dev_5483,Fuel,Credit Card,0
22.16,19,US,dev_9662,Fuel,Debit Card,0
100.13,11,AU,dev_5129,Grocery,Credit Card,0
138.32,10,DE,dev_9188,Travel,UPI,0
130.35,8,GB,dev_8996,Travel,Debit Card,0
64.33,17,IN,dev_8570,Electronics,Debit Card,0
58.75,2,ZA,dev_6209,Clothing,Debit Card,0
12.33,19,IN,dev_9871,Fuel,UPI,0
119.46,16,DE,dev_9489,Clothing,Debit Card,0
25.33,13,IN,dev_1410,Electronics,Debit Card,0
54.92,0,DE,dev_2279,Travel,E-Wallet,0
26.76,16,GB,dev_5992,Electronics,E-Wallet,0
11.49,7,BR,dev_1320,Restaurants,Credit Card,0
79.44,4,SG,dev_8564,Electronics,Credit Card,0
4.47,4,GB,dev_7621,Electronics,Net Banking,0
110.47,8,FR,dev_2260,Pharmacy,UPI,0
30.57,2,BR,dev_9720,Restaurants,E-Wallet,0
0.01,18,SG,dev_8828,Pharmacy,Credit Card,0
57.25,8,CA,dev_7617,Clothing,UPI,0
3.84,17,DE,dev_4445,Restaurants,Debit Card,0
25.86,15,AU,dev_4939,Grocery,UPI,0
98.2,0,FR,dev_7523,Electronics,E-Wallet,0
5.18,1,GB,dev_8551,Electronics,Net Banking,0
146.28,13,IN,dev_9218,Pharmacy,E-Wallet,0
0.31,13,GB,dev_6232,Clothing,Credit Card,0
22.68,0,SG,dev_9862,Pharmacy,Credit Card,0
108.04,15,FR,dev_6522,Travel,UPI,0
30.42,14,US,dev_3320,Restaurants,E-Wallet,0
8.6,14,SG,dev_9879,Travel,Credit Card,0
35.73,11,BR,dev_3451,Grocery,Debit Card,0
25.22,15,GB,dev_9294,Restaurants,Debit Card,0
147.97,13,GB,dev_4450,Grocery,Net Banking,0
30.07,14,FR,dev_2927,Grocery,UPI,0
124.45,14,DE,dev_5762,Grocery,Credit Card,0
177.96,18,FR,dev_9299,Fuel,Net Banking,0
45.51,7,AU,dev_9071,Restaurants,Debit Card,0
192.59,1,GB,dev_9781,Restaurants,Net Banking,0
37.9,1,DE,dev_3404,Fuel,Net Banking,0
266.11,9,DE,dev_7254,Clothing,Credit Card,0
7.48,2,FR,dev_3445,Fuel,Credit Card,0
92.93,16,CA,dev_2344,Electronics,Credit Card,0
54.47,7,SG,dev_5372,Travel,UPI,0
39.24,3,BR,dev_1690,Travel,Net Banking,0
80.13,13,CA,dev_9005,Grocery,Net Banking,0
97.35,9,GB,dev_2475,Restaurants,UPI,0
0.35,0,GB,dev_3885,Restaurants,Debit Card,0
14.61,3,GB,dev_7891,Grocery,E-Wallet,0
99.87,0,ZA,dev_8905,Electronics,Debit Card,0
87.82,16,IN,dev_5733,Travel,UPI,0
270.62,16,US,dev_5300,Fuel,Net Banking,0
114.52,6,ZA,dev_3250,Clothing,Net Banking,0
240.9,19,US,dev_4731,Pharmacy,Credit Card,0
97.0,14,DE,dev_6652,Electronics,Credit Card,0
28.31,12,GB,dev_5993,Restaurants,Net Banking,0
8.91,1,AU,dev_8954,Pharmacy,Net Banking,0
121.8,18,BR,dev_5839,Grocery,Credit Card,0
82.66,12,FR,dev_5914,Travel,Credit Card,0
3.95,10,BR,dev_3196,Pharmacy,Debit Card,0
35.71,14,AU,dev_7337,Grocery,Net Banking,0
251.35,9,FR,dev_3628,Restaurants,Net Banking,0
55.52,8,DE,dev_9495,Grocery,UPI,0
45.35,8,AU,dev_5726,Fuel,Debit Card,0
48.95,19,GB,dev_2032,Pharmacy,E-Wallet,0
18.74,0,AU,dev_4701,Pharmacy,E-Wallet,1
36.8,16,GB,dev_7902,Travel,E-Wallet,0
36.94,11,AU,dev_3066,Grocery,Credit Card,0
4.3,9,AU,dev_6989,Travel,E-Wallet,0
116.73,4,CA,dev_2821,Pharmacy,UPI,0
43.1,17,BR,dev_7459,Grocery,Credit Card,0
138.16,14,US,dev_6688,Grocery,Credit Card,0
151.96,5,ZA,dev_9694,Travel,E-Wallet,0
19.06,6,CA,dev_3868,Fuel,Credit Card,0
85.68,16,US,dev_6896,Grocery,Debit Card,0
51.14,5,CA,dev_1318,Fuel,Debit Card,0
169.73,7,IN,dev_9479,Electronics,E-Wallet,0
19.44,11,FR,dev_7715,Clothing,UPI,0
90.61,13,GB,dev_5289,Electronics,Credit Card,0
74.87,11,ZA,dev_3137,Clothing,Net Banking,0
28.0,9,CA,dev_2872,Electronics,E-Wallet,0
11.75,19,CA,dev_7195,Clothing,Credit Card,0
84.36,14,DE,dev_7780,Grocery,E-Wallet,0
107.34,6,AU,dev_2926,Travel,E-Wallet,0
30.34,8,IN,dev_1882,Travel,UPI,0
82.81,9,ZA,dev_2437,Restaurants,Net Banking,0
40.22,9,ZA,dev_3833,Clothing,Credit Card,0
99.92,15,FR,dev_6713,Restaurants,E-Wallet,0
17.77,6,ZA,dev_2635,Fuel,E-Wallet,0
176.74,4,SG,dev_9815,Fuel,Credit Card,0
27.11,2,ZA,dev_2089,Restaurants,E-Wallet,0
36.68,17,CA,dev_6790,Clothing,E-Wallet,1
4.79,10,SG,dev_6115,Travel,E-Wallet,0
9.46,14,US,dev_5753,Clothing,Debit Card,0
58.03,19,AU,dev_7480,Fuel,Debit Card,0
24.91,4,SG,dev_6820,Grocery,Net Banking,0
144.38,11,US,dev_1321,Restaurants,UPI,0
1.18,3,IN,dev_4817,Restaurants,Credit Card,0
38.13,14,BR,dev_9666,Fuel,UPI,0
32.92,8,GB,dev_2363,Clothing,UPI,0
1.56,6,CA,dev_3165,Restaurants,Debit Card,0
10.62,9,SG,dev_8961,Travel,Net Banking,0
42.71,12,BR,dev_2232,Restaurants,UPI,0
54.32,7,AU,dev_6416,Clothing,UPI,0
41.44,11,DE,dev_5257,Fuel,E-Wallet,0
60.56,18,IN,dev_6696,Travel,Credit Card,0
72.34,0,GB,dev_9194,Travel,Net Banking,0
0.8,15,AU,dev_8491,Restaurants,Credit Card,0
49.9,16,IN,dev_4952,Clothing,Debit Card,0
264.83,17,DE,dev_9412,Restaurants,UPI,0
58.56,10,US,dev_2669,Pharmacy,UPI,0
90.54,17,DE,dev_7318,Grocery,Credit Card,0
29.9,6,SG,dev_5959,Fuel,Debit Card,0
118.97,17,GB,dev_4702,Pharmacy,E-Wallet,0
118.6,7,ZA,dev_9492,Grocery,E-Wallet,0
58.93,5,FR,dev_2835,Travel,UPI,0
298.42,6,CA,dev_4440,Restaurants,UPI,0
10.73,9,CA,dev_4488,Grocery,Net Banking,0
1.37,10,US,dev_9791,Electronics,Credit Card,0
117.63,12,AU,dev_8935,Grocery,UPI,0
131.67,8,GB,dev_9917,Restaurants,Debit Card,0
10.25,6,ZA,dev_1434,Restaurants,Credit Card,0
24.69,8,US,dev_1533,Fuel,Net Banking,0
1.42,12,FR,dev_4522,Grocery,E-Wallet,0
27.77,2,SG,dev_8560,Restaurants,Net Banking,0
118.67,2,SG,dev_6439,Restaurants,Credit Card,0
58.38,0,ZA,dev_9167,Pharmacy,E-Wallet,0
34.23,19,ZA,dev_6392,Fuel,Debit Card,0
37.18,1,ZA,dev_4481,Pharmacy,E-Wallet,0
0.11,2,DE,dev_5343,Fuel,E-Wallet,0
28.51,14,CA,dev_5354,Fuel,Debit Card,0
83.18,5,BR,dev_2794,Pharmacy,UPI,0
292.57,12,GB,dev_5270,Fuel,UPI,0
150.22,0,BR,dev_7264,Electronics,E-Wallet,0
1.91,19,DE,dev_1944,Travel,E-Wallet,0
183.06,18,AU,dev_5656,Restaurants,Net Banking,0
122.3,0,SG,dev_1120,Clothing,UPI,0
121.27,1,CA,dev_2712,Fuel,Debit Card,0
49.0,14,ZA,dev_2970,Travel,E-Wallet,0
40.6,13,FR,dev_2926,Fuel,E-Wallet,0
28.87,18,FR,dev_1224,Travel,Net Banking,0
5.44,10,FR,dev_7543,Clothing,Net Banking,0
20.73,14,GB,dev_7483,Grocery,Net Banking,0
22.65,5,ZA,dev_5037,Electronics,Credit Card,0
52.94,19,CA,dev_3444,Restaurants,Debit Card,0
110.09,8,SG,dev_3286,Grocery,Credit Card,0
51.37,4,BR,dev_8474,Pharmacy,E-Wallet,0
4.77,19,ZA,dev_9127,Clothing,Net Banking,0
253.21,1,ZA,dev_8696,Electronics,Net Banking,0
228.79,5,DE,dev_3596,Electronics,Net Banking,0
123.04,17,AU,dev_7502,Electronics,UPI,0
379.81,18,FR,dev_6118,Clothing,Debit Card,0
62.91,8,US,dev_4086,Fuel,Credit Card,0
263.25,5,CA,dev_6156,Fuel,Debit Card,0
6.29,13,DE,dev_5252,Pharmacy,Net Banking,0
36.42,12,AU,dev_1055,Fuel,E-Wallet,0
20.43,10,AU,dev_3116,Grocery,UPI,0
17.44,11,IN,dev_4055,Restaurants,Debit Card,0
12.14,18,FR,dev_3460,Electronics,E-Wallet,0
77.92,18,IN,dev_6640,Pharmacy,Net Banking,0
121.61,18,DE,dev_9700,Pharmacy,Net Banking,1
69.08,12,AU,dev_1172,Electronics,Net Banking,0
12.72,13,US,dev_4798,Grocery,Net Banking,0
133.33,17,CA,dev_5927,Fuel,UPI,0
80.84,11,IN,dev_9587,Electronics,UPI,0
39.3,3,AU,dev_2158,Electronics,Debit Card,0
89.7,9,CA,dev_1862,Clothing,Net Banking,0
24.08,16,FR,dev_1945,Travel,UPI,0
33.87,3,BR,dev_7136,Pharmacy,E-Wallet,0
199.58,11,CA,dev_5973,Grocery,UPI,0
27.46,12,AU,dev_7550,Grocery,UPI,0
50.79,3,DE,dev_6650,Fuel,Debit Card,0
176.68,9,IN,dev_8711,Grocery,UPI,0
98.4,2,IN,dev_2524,Fuel,E-Wallet,0
5.14,14,SG,dev_5824,Clothing,Net Banking,0
12.75,1,AU,dev_2999,Clothing,Credit Card,0
0.63,16,SG,dev_9736,Restaurants,Debit Card,0
79.74,5,US,dev_1869,Fuel,E-Wallet,0
47.49,7,US,dev_2984,Pharmacy,Debit Card,0
11.54,2,AU,dev_8806,Clothing,Net Banking,0
253.48,17,IN,dev_6709,Fuel,UPI,0
60.34,0,FR,dev_1228,Pharmacy,UPI,0
22.15,15,GB,dev_7315,Pharmacy,E-Wallet,0
55.55,6,US,dev_7604,Grocery,Net Banking,0
91.06,2,IN,dev_8184,Restaurants,Credit Card,0
6.34,3,ZA,dev_1556,Travel,Credit Card,0
25.69,8,ZA,dev_7227,Electronics,UPI,0
131.59,4,SG,dev_6717,Electronics,Net Banking,0
49.25,18,CA,dev_2103,Restaurants,Net Banking,0
63.27,14,FR,dev_4225,Fuel,E-Wallet,0
45.37,7,SG,dev_1384,Fuel,Credit Card,0
3.59,5,ZA,dev_5898,Fuel,E-Wallet,0
14.5,17,FR,dev_8484,Travel,Debit Card,0
47.18,18,GB,dev_5794,Pharmacy,Net Banking,0
18.78,14,CA,dev_8766,Electronics,Credit Card,0
4.1,6,SG,dev_3625,Restaurants,E-Wallet,0
148.45,9,ZA,dev_2623,Fuel,UPI,0
317.88,5,US,dev_3526,Clothing,Debit Card,0
126.06,13,US,dev_9786,Grocery,E-Wallet,0
153.81,16,SG,dev_5415,Travel,UPI,0
22.16,8,GB,dev_1011,Fuel,Credit Card,0
258.77,18,GB,dev_7319,Electronics,Credit Card,0
17.54,4,AU,dev_9807,Grocery,Debit Card,0
241.98,6,CA,dev_3800,Restaurants,UPI,0
421.03,18,IN,dev_4004,Fuel,Net Banking,0
99.51,19,GB,dev_8034,Electronics,Credit Card,0
317.67,6,CA,dev_9261,Grocery,Net Banking,0
67.43,1,GB,dev_2114,Clothing,Net Banking,0
24.04,15,AU,dev_9588,Travel,E-Wallet,0
45.96,12,BR,dev_4849,Restaurants,E-Wallet,0
72.03,7,GB,dev_3796,Electronics,Credit Card,0
6.07,5,CA,dev_8899,Pharmacy,Net Banking,0
77.9,5,AU,dev_2778,Clothing,E-Wallet,0
317.82,8,AU,dev_6367,Travel,UPI,0
16.87,3,CA,dev_3836,Travel,UPI,0
125.85,10,CA,dev_5332,Pharmacy,UPI,0
190.79,4,US,dev_5665,Clothing,UPI,0
230.17,16,BR,dev_9571,Electronics,Net Banking,0
257.78,19,AU,dev_6196,Travel,UPI,0
58.96,6,US,dev_8993,Restaurants,Net Banking,0
302.86,14,FR,dev_4991,Grocery,Credit Card,0
113.28,14,SG,dev_6477,Restaurants,Credit Card,0
14.11,13,SG,dev_1360,Fuel,UPI,0
51.84,12,AU,dev_5906,Travel,UPI,0
101.36,10,US,dev_6449,Grocery,UPI,0
22.73,12,BR,dev_5033,Clothing,Credit Card,0
81.87,8,BR,dev_4481,Grocery,E-Wallet,0
87.87,9,FR,dev_9226,Grocery,Credit Card,0
14.21,3,AU,dev_8490,Pharmacy,UPI,0
66.61,16,GB,dev_6978,Grocery,E-Wallet,0
118.14,13,FR,dev_1573,Travel,E-Wallet,0
55.28,17,US,dev_3142,Pharmacy,Debit Card,0
0.97,10,GB,dev_4563,Pharmacy,Net Banking,0
0.73,15,SG,dev_1807,Fuel,UPI,0
35.33,0,DE,dev_4567,Fuel,Net Banking,0
208.51,6,SG,dev_3854,Pharmacy,Debit Card,0
20.77,9,AU,dev_1746,Pharmacy,Net Banking,0
80.49,8,CA,dev_3897,Electronics,UPI,0
20.09,2,SG,dev_1867,Fuel,Debit Card,0
31.05,13,ZA,dev_1016,Travel,Net Banking,0
150.73,14,SG,dev_4403,Electronics,Credit Card,1
104.41,1,SG,dev_2533,Clothing,E-Wallet,0
8.02,13,SG,dev_6633,Clothing,Debit Card,0
44.79,15,SG,dev_8258,Clothing,Credit Card,0
2.37,6,GB,dev_6204,Clothing,UPI,0
52.45,3,GB,dev_2616,Clothing,E-Wallet,0
86.88,17,SG,dev_8328,Restaurants,Debit Card,0
10.09,4,IN,dev_2268,Pharmacy,E-Wallet,0
27.27,5,IN,dev_5894,Travel,Debit Card,0
40.58,6,GB,dev_2266,Electronics,Debit Card,0
201.59,14,DE,dev_2952,Clothing,Net Banking,0
399.92,0,CA,dev_7971,Restaurants,E-Wallet,0
3.68,3,FR,dev_2785,Fuel,E-Wallet,0
114.51,0,ZA,dev_9224,Restaurants,Credit Card,0
37.18,10,ZA,dev_3470,Restaurants,UPI,0
39.87,17,SG,dev_6994,Travel,Credit Card,0
112.28,13,DE,dev_7906,Clothing,Net Banking,0
200.5,10,IN,dev_1242,Restaurants,Debit Card,0
241.16,9,IN,dev_7939,Pharmacy,Net Banking,0
68.85,16,DE,dev_2465,Restaurants,Net Banking,0
35.34,3,CA,dev_6426,Clothing,Credit Card,0
123.92,14,GB,dev_2015,Travel,Debit Card,0
23.12,15,CA,dev_5433,Restaurants,UPI,0
66.42,12,AU,dev_3235,Electronics,Net Banking,0
35.53,8,AU,dev_2206,Grocery,UPI,0
85.52,10,IN,dev_5022,Fuel,Debit Card,0
22.0,10,FR,dev_1046,Grocery,Debit Card,0
17.02,5,AU,dev_9609,Grocery,Credit Card,0
200.32,0,IN,dev_1572,Travel,E-Wallet,0
8.59,5,SG,dev_1473,Restaurants,Credit Card,0
56.41,12,BR,dev_9321,Grocery,UPI,0
19.96,4,BR,dev_9328,Grocery,Credit Card,0
3.18,14,US,dev_9351,Fuel,Debit Card,0
2.93,17,SG,dev_3614,Clothing,Net Banking,0
15.41,19,BR,dev_7859,Pharmacy,E-Wallet,0
161.25,13,CA,dev_5722,Pharmacy,Debit Card,0
26.56,14,US,dev_3992,Restaurants,Net Banking,0
240.4,4,IN,dev_8836,Restaurants,UPI,0
69.71,3,DE,dev_7619,Fuel,UPI,0
45.9,1,DE,dev_8845,Clothing,UPI,0
69.42,6,IN,dev_9256,Restaurants,Credit Card,0
58.17,9,FR,dev_6109,Pharmacy,UPI,0
113.76,15,IN,dev_9213,Pharmacy,UPI,0
26.56,9,GB,dev_4198,Electronics,Credit Card,0
34.84,17,DE,dev_2576,Fuel,Net Banking,0
179.62,16,BR,dev_8345,Travel,Debit Card,0
234.18,12,ZA,dev_7339,Clothing,E-Wallet,0
178.46,0,US,dev_2088,Fuel,UPI,0
43.5,0,FR,dev_9060,Grocery,UPI,0
121.26,14,AU,dev_5124,Restaurants,UPI,0
51.75,0,SG,dev_8502,Electronics,Credit Card,0
55.06,5,FR,dev_2967,Pharmacy,Credit Card,0
18.32,12,AU,dev_2941,Electronics,Credit Card,0
71.55,0,FR,dev_3566,Travel,E-Wallet,0
16.48,4,ZA,dev_4546,Fuel,Debit Card,0
32.23,8,FR,dev_1724,Electronics,UPI,0
154.5,16,BR,dev_8393,Fuel,Net Banking,0
18.56,15,IN,dev_4007,Restaurants,UPI,0
5.91,7,GB,dev_2876,Restaurants,UPI,0
5.72,16,US,dev_1542,Pharmacy,UPI,0
226.13,14,DE,dev_8950,Electronics,UPI,0
56.57,0,AU,dev_5927,Restaurants,Debit Card,0
42.13,11,US,dev_2852,Fuel,Net Banking,0
133.23,4,FR,dev_6782,Pharmacy,Credit Card,0
144.55,5,IN,dev_5142,Restaurants,Net Banking,0
32.3,0,US,dev_2998,Pharmacy,UPI,0
94.63,0,IN,dev_1700,Grocery,Net Banking,0
117.97,9,AU,dev_3738,Fuel,UPI,0
85.06,9,BR,dev_2820,Pharmacy,Net Banking,0
13.15,2,BR,dev_9858,Clothing,E-Wallet,0
166.92,16,IN,dev_5474,Restaurants,Net Banking,0
61.96,18,IN,dev_8917,Restaurants,Credit Card,0
26.56,10,GB,dev_8524,Fuel,Credit Card,0
44.3,17,SG,dev_7243,Travel,Net Banking,0
3.06,1,GB,dev_6907,Clothing,Net Banking,0
10.95,8,US,dev_6017,Pharmacy,Debit Card,0
116.04,16,CA,dev_2533,Clothing,Net Banking,0
0.0,13,GB,dev_9088,Pharmacy,Credit Card,1
43.11,3,US,dev_6907,Clothing,E-Wallet,0
59.14,16,DE,dev_3451,Electronics,Credit Card,0
4.49,16,US,dev_5246,Grocery,Debit Card,0
289.19,11,US,dev_1806,Grocery,Net Banking,0
20.51,19,IN,dev_7416,Travel,E-Wallet,0
29.02,17,ZA,dev_3890,Clothing,Credit Card,0
28.99,2,FR,dev_6426,Clothing,E-Wallet,0
20.95,10,IN,dev_1686,Restaurants,UPI,0
0.12,17,IN,dev_3461,Pharmacy,Credit Card,0
104.55,3,ZA,dev_4341,Fuel,UPI,0
272.53,16,ZA,dev_7315,Electronics,E-Wallet,0
20.32,17,FR,dev_2872,Electronics,Net Banking,0
87.02,4,CA,dev_7967,Travel,Net Banking,0
108.35,13,DE,dev_4621,Grocery,Net Banking,0
150.93,9,GB,dev_2005,Clothing,UPI,0
43.94,14,US,dev_5230,Fuel,Net Banking,0
28.87,0,GB,dev_8698,Travel,Debit Card,0
31.48,15,BR,dev_5245,Pharmacy,Credit Card,0
99.76,10,AU,dev_2965,Electronics,Credit Card,0
135.77,19,CA,dev_1743,Electronics,E-Wallet,0
16.03,5,AU,dev_1595,Electronics,UPI,0
37.08,15,US,dev_4825,Clothing,Credit Card,0
185.77,1,ZA,dev_7131,Clothing,UPI,0
131.48,0,US,dev_7630,Clothing,E-Wallet,1
335.22,8,DE,dev_2287,Restaurants,Net Banking,0
112.27,11,GB,dev_9158,Grocery,E-Wallet,0
39.96,16,FR,dev_3243,Pharmacy,Debit Card,0
71.45,14,SG,dev_1700,Electronics,Net Banking,0
86.54,18,SG,dev_7052,Electronics,Net Banking,0
6.54,9,FR,dev_4083,Restaurants,Net Banking,0
62.91,11,ZA,dev_5330,Electronics,E-Wallet,0
98.84,13,SG,dev_6593,Pharmacy,Debit Card,0
14.65,8,ZA,dev_5741,Electronics,UPI,0
121.36,12,IN,dev_7155,Clothing,E-Wallet,0
70.12,2,DE,dev_1917,Clothing,Credit Card,0
243.29,13,CA,dev_5164,Grocery,Credit Card,0
3.47,9,GB,dev_6872,Pharmacy,E-Wallet,0
24.67,15,GB,dev_3633,Pharmacy,UPI,0
73.61,6,CA,dev_7301,Electronics,Credit Card,0
28.14,3,US,dev_5795,Travel,UPI,0
100.26,19,US,dev_2925,Electronics,Net Banking,0
113.84,10,AU,dev_3951,Electronics,E-Wallet,0
8.65,15,US,dev_8940,Grocery,Net Banking,0
57.7,19,ZA,dev_7736,Travel,Credit Card,0
56.89,3,FR,dev_9597,Electronics,UPI,0
36.87,16,IN,dev_3157,Fuel,Net Banking,0
216.16,12,CA,dev_2327,Fuel,Credit Card,0
140.59,10,ZA,dev_7930,Pharmacy,Debit Card,0
95.58,2,ZA,dev_5222,Pharmacy,Net Banking,0
100.23,8,AU,dev_6169,Travel,Debit Card,0
49.55,5,ZA,dev_3038,Fuel,Debit Card,0
203.06,10,DE,dev_9909,Clothing,Credit Card,0
94.89,15,US,dev_2323,Clothing,E-Wallet,0
104.45,18,GB,dev_3245,Travel,UPI,0
158.26,4,DE,dev_8817,Electronics,Credit Card,0
25.62,13,IN,dev_8553,Pharmacy,Net Banking,0
131.63,16,IN,dev_1386,Travel,UPI,0
17.38,2,IN,dev_8420,Fuel,E-Wallet,0
33.89,3,US,dev_4500,Travel,Credit Card,0
32.71,15,ZA,dev_8199,Fuel,E-Wallet,0
307.27,15,IN,dev_5277,Pharmacy,Net Banking,0
155.33,3,CA,dev_1399,Clothing,Credit Card,0
96.63,18,GB,dev_4495,Travel,Net Banking,0
103.88,16,ZA,dev_5499,Pharmacy,UPI,0
66.06,12,AU,dev_6889,Pharmacy,UPI,0
235.13,0,US,dev_1919,Restaurants,E-Wallet,0
54.86,11,FR,dev_6776,Fuel,E-Wallet,0
38.31,3,DE,dev_9703,Restaurants,UPI,0
14.24,10,BR,dev_6307,Clothing,Debit Card,0
123.42,4,DE,dev_2027,Pharmacy,UPI,0
106.07,1,IN,dev_7333,Pharmacy,Credit Card,0
38.81,16,GB,dev_4082,Electronics,Net Banking,1
2.04,7,AU,dev_7511,Fuel,UPI,0
146.11,5,ZA,dev_9515,Electronics,UPI,0
0.92,8,CA,dev_9230,Clothing,Net Banking,0
97.31,12,SG,dev_5682,Electronics,Net Banking,0
281.21,10,DE,dev_1515,Pharmacy,Credit Card,0
46.05,15,SG,dev_9021,Fuel,Net Banking,0
21.43,15,ZA,dev_4920,Grocery,E-Wallet,0
97.63,1,GB,dev_3366,Fuel,UPI,0
135.92,9,SG,dev_8082,Fuel,Net Banking,0
63.25,11,DE,dev_1202,Restaurants,Credit Card,0
272.99,7,FR,dev_5727,Grocery,Net Banking,0
4.24,10,BR,dev_2034,Grocery,UPI,0
56.22,9,SG,dev_7750,Grocery,Debit Card,1
101.4,12,FR,dev_8231,Fuel,Net Banking,0
158.81,16,FR,dev_6385,Clothing,E-Wallet,0
15.8,6,IN,dev_9133,Grocery,UPI,0
128.76,2,BR,dev_2035,Travel,Credit Card,0
64.36,19,CA,dev_4077,Electronics,UPI,0
40.41,12,DE,dev_8279,Clothing,Debit Card,0
11.3,18,AU,dev_5735,Travel,Credit Card,0
160.37,6,ZA,dev_7533,Fuel,Debit Card,0
13.69,8,AU,dev_6691,Fuel,Debit Card,0
29.66,18,SG,dev_8298,Travel,E-Wallet,0
27.4,12,BR,dev_3344,Restaurants,Net Banking,0
